IndicatorName,IndicatorCode,Location,LocationCode,Year,Disaggregation,NumericValue,DisplayValue,Comments
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Kuwait,KWT,2022,NA,19.9,19.9,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2014. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Kyrgyzstan,KGZ,2022,NA,27.3,27.3,The most recent survey was conducted in 2013. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Lao People's Democratic Republic,LAO,2022,NA,27.2,27.2,The most recent survey was conducted in 2017. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Latvia,LVA,2022,NA,33.9,33.9,The most recent survey was conducted in 2020. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Lebanon,LBN,2022,NA,34.3,34.3,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2016-17. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Lesotho,LSO,2022,NA,24.3,24.3,The most recent survey was conducted in 2018. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Liberia,LBR,2022,NA,8.2,8.2,The most recent survey was conducted in 2013. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Lithuania,LTU,2022,NA,31.4,31.4,The most recent survey was conducted in 2021. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Luxembourg,LUX,2022,NA,23,23,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2021. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Madagascar,MDG,2022,NA,26.8,26.8,The most recent survey was conducted in 2021. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Malawi,MWI,2022,NA,9.7,9.7,The most recent survey was conducted in 2019-20. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Malaysia,MYS,2022,NA,22,22,The most recent survey was conducted in 2019. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Maldives,MDV,2022,NA,26.3,26.3,The most recent survey was conducted in 2020-21. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Mali,MLI,2022,NA,8,8,The most recent survey was conducted in 2018. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Malta,MLT,2022,NA,24.7,24.7,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2019-20. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Marshall Islands,MHL,2022,NA,29.8,29.8,The most recent survey was conducted in 2017-18. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Mauritania,MRT,2022,NA,9.5,9.5,The most recent survey was conducted in 2019-21. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Mauritius,MUS,2022,NA,20.9,20.9,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2021. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Mexico,MEX,2022,NA,14.9,14.9,The most recent survey was conducted in 2021. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Mongolia,MNG,2022,NA,29.5,29.5,The most recent survey was conducted in 2019. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Montenegro,MNE,2022,NA,32,32,The most recent survey was conducted in 2017. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Morocco,MAR,2022,NA,13,13,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2018. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Myanmar,MMR,2022,NA,44.4,44.4,The most recent survey was conducted in 2015-16. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Namibia,NAM,2022,NA,14.1,14.1,The most recent survey was conducted in 2013. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Nauru,NRU,2022,NA,48.3,48.3,The most recent survey was conducted in 2015-16. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Nepal,NPL,2022,NA,28.3,28.3,The most recent survey was conducted in 2019. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Netherlands (Kingdom of the),NLD,2022,NA,21.3,21.3,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2021. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,New Zealand,NZL,2022,NA,12.2,12.2,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2020-21. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Niger,NER,2022,NA,7.7,7.7,The most recent survey was conducted in 2012. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Nigeria,NGA,2022,NA,3.3,3.3,The most recent survey was conducted in 2018. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Norway,NOR,2022,NA,14.2,14.2,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2021. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Oman,OMN,2022,NA,8.4,8.4,The most recent survey was conducted in 2017. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Pakistan,PAK,2022,NA,18.9,18.9,The most recent survey was conducted in 2017-18. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Palau,PLW,2022,NA,17.3,17.3,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2016. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Panama,PAN,2022,NA,5.2,5.2,The most recent survey was conducted in 2019. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Papua New Guinea,PNG,2022,NA,39.6,39.6,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2016-18. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Paraguay,PRY,2022,NA,10.7,10.7,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2016. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Peru,PER,2022,NA,7.1,7.1,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2019. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Philippines,PHL,2022,NA,20.4,20.4,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2021. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Poland,POL,2022,NA,23.6,23.6,The most recent survey was conducted in 2021. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Portugal,PRT,2022,NA,25.6,25.6,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2020. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Qatar,QAT,2022,NA,12.5,12.5,The most recent survey was conducted in 2013. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Region of the Americas,AMR,2022,NA,16.6,16.6,
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Republic of Korea,KOR,2022,NA,20,20,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2019. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Republic of Moldova,MDA,2022,NA,29.7,29.7,The most recent survey was conducted in 2021. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Romania,ROU,2022,NA,30,30,The most recent survey was conducted in 2020. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Russian Federation,RUS,2022,NA,29.2,29.2,
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Rwanda,RWA,2022,NA,14.3,14.3,The most recent survey was conducted in 2014-15. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Saint Lucia,LCA,2022,NA,13.8,13.8,The most recent survey was conducted in 2019. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Samoa,WSM,2022,NA,22.5,22.5,The most recent survey was conducted in 2019-20. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Sao Tome and Principe,STP,2022,NA,7.8,7.8,The most recent survey was conducted in 2019. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Saudi Arabia,SAU,2022,NA,14.9,14.9,The most recent survey was conducted in 2019. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Senegal,SEN,2022,NA,6.5,6.5,The most recent survey was conducted in 2017. This is a projection.
Age-standardized prevalence of tobacco use among persons 15 years and older  (%),M_Est_tob_curr_std,Serbia,SRB,2022,NA,39.5,39.5,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2019. This is a projection.
